reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
AY43FKCF2UVMM,B00004XSF9,"Constance D. Outhier ""flamingirl""","[0, 0]","I bought the marker because I liked the way it looked, and it was the least expensive.  It works quite nicely, is cute, and worth the money.  It arrived on time, and was packaged appropriately.  I did think the shipping and handling was too costly, though.",5,clean/dirty DW spinner,1218758400,"08 15, 2008"
A3W1SRNP63H17H,B00004XSF9,Coralie Solange,"[0, 0]","Overall this is a good item, but I was expecting it to be a magnet and the item description doesn't make clear that this isn't a magnet.  It's actually a suction cup with a disc placed on it.",4,Nice item,1315958400,"09 14, 2011"
AHJIHBL4DUC7S,B00004XSF9,Corky,"[0, 0]",We love our New Dishwasher Indicator. NO MORE NOT KNOWING! The key to keep it from falling off the dishwasher is to remember that the steam that comes out at the top of the dishwasher door has soap film and oil film in it and has to cleaned off the surface you plan to attach to or it will fall off. Great Product aND FUN TO USE.,5,VERY HANDY,1380326400,"09 28, 2013"
AJGFCS6KHXIBW,B00004XSF9,courtney j,"[0, 0]","For some reason magnets don't stick to our dishwasher, but this does!  It helps keep my hubby from putting dirty dishes in with the clean stuff.",5,Sticks really well,1355443200,"12 14, 2012"
AX7U03DQCPMHC,B00004XSF9,Courtney Lloyd,"[0, 0]","I bought this product because we have a stainless steel dishwasher, so a magnet would not work. Actually, the suction cup didn't work either. It fell off within 20-30 mins of sticking it on (and this happened a few times). So, we have it suctioned to the counter top above the dishwasher. Unfortunately, I could put anything on the counter top - even without a suction cup.Also, I agree with other reviewers that the clear half (not white) of the product is a poor design. It's very difficult to read or see - this half blends in with our granite countertops, and it would blend in with any silver or darker dishwasher too.Despite these flaws, I still give the product 3 stars because it does its job in reminding us all whether the dishes are clean or dirty. Now, if only one of our roommates would pay attention to it...",3,It gets the job done,1356652800,"12 28, 2012"
A3R3DCO4GMP27B,B00004XSF9,cq,"[1, 2]",This product does not work on my dish washer.  It fell a lot.  The back is a rubber.  The quality is poor.  Do not buy this product!  I wish I could return this product.,1,Poor quality,1322870400,"12 3, 2011"
A283MQAHORK56X,B00004XSF9,CR4SHED,"[0, 0]","A fair price, a useful tool, and it looks good with almost any appliance. The suction cup has also worked flawlessly. My 1 star deduction comes from the fact that there is no way to fix the disc's position - it is fairly loose and can inadvertently be spun in the wrong direction.",4,Good 'nuf!,1384819200,"11 19, 2013"
A28PJ5WDMLESAH,B00004XSF9,Craig Huggart,"[0, 0]",On my dishwasher it falls off quickly.,1,Falls off quickly.,1404432000,"07 4, 2014"
A21C576486CJDS,B00004XSF9,Crystal Bouthillier Adams,"[0, 0]","I have been wanting one of these for the kitchen for awhile now and am happy with this. It's a good size, doesn't lose suction at all, and stays on it's setting. The only mishap we had was that it was originally ordered for me as a Christmas present but never arrived. Amazon took care if it immediately and refunded whichever family member originally ordered it and sent it out to me again. Great customer service as usual!",5,Great!,1373500800,"07 11, 2013"
A1ZK73PJUUYREE,B00004XSF9,"David Stringfellow ""stringinator""","[0, 0]","I bought two of these to use with a dual-drawer dishwasher unit.  The design is simple and clean, and it solved the problem at our household (never knowing whether a full drawer had clean dishes or dirty dishes).  I would recommend to others.",5,"Nice, clean design and great price!",1402272000,"06 9, 2014"
A3VIMJYZK9YT1A,B00004XSF9,Dawn Clark,"[0, 0]","I think this items works pretty well. I wish it didn't spin so easy because just brushing up against it makes it move, other than that good product.",4,works okay,1350086400,"10 13, 2012"
AHJWZ09SBYORG,B00004XSF9,Dawn Goodnight,"[0, 0]","First it came assembled backwards, so I had to separate the disc from the suction cup. That wasn't easy. To add to its dysfunction, it won't stay attached to the diswasher. Utterly useless if you can't identify the dishes as clean or dirty.",1,This was unusable,1394928000,"03 16, 2014"
A3U4J3Y6O0HYDQ,B00004XSF9,D. Brudi,"[0, 0]",I purchased this for use on the office dishwasher.  It stays on the dishwasher and it doesn't spin freely enough to change by gravity.  Great product.,5,Great for Office,1399420800,"05 7, 2014"
A2CQTWAVTV6KOU,B00004XSF9,Dean Phillips,"[0, 0]","The indicator flips around to easily and the suction does not stick.  I bought 5 of them for both a dishwasher and for use on some whiteboard walls.  When the whiteboard ones did not stick I was disappointed but not all that surprised. When the dishwasher one did not stick, I lost faith.  Find something else.",1,not really worth it,1384300800,"11 13, 2013"
A36EJ923QDJOQC,B00004XSF9,Debora A Bolton,"[0, 0]","A little flimsy but really helps with communication for these quiet dishwashers. My husband rinses so well I could never tell if they were clean or dirty, no longer!",4,Easy,1402012800,"06 6, 2014"
A27X3MCBNHV4VZ,B00004XSF9,Deborah Bush,"[0, 0]","Just think about the color of your dishwasher, mine is black and well you get the idea.Should have put more thought into it.",3,"Just think about the color of your dishwasher, mine ...",1404432000,"07 4, 2014"
A1CE1QJTN7LJLZ,B00004XSF9,D. Jason Rothstein,"[0, 0]","The item itself is not black and white, but rather CLEAR and white. So if your dishwasher is not white (black or stainless), you'll have a hard time seeing it.Secondly, it does not adhere well to the stainless steel faade of my dishwasher.",2,NOT Black and White : DOES NOT stick well on stainless steel,1397001600,"04 9, 2014"
A32ZOB70A2SO3J,B00004XSF9,"Documentary Reader ""Keith""","[0, 0]",It works fine and the suction cup works on the stainless. We use them in our kitchen here at work to identify clean vs. dirty.,5,Ordered two for our office,1357084800,"01 2, 2013"
A3RC1ZB7O1WIXL,B00004XSF9,Dora,"[0, 0]","I don't know if it's just me and my dishwasher, but the suction cup did not stay on the dishwasher for more than 5 minutes. Which defeats the purpose of the indicator all together. Will have to attach magnetic strip to the back and manually flip the sign over instead of rotating.",2,Good Idea; poor design,1399420800,"05 7, 2014"
A2EJXG0321NGVQ,B00004XSF9,Dragon Lady,"[0, 0]","Easy to See.  Easy to Attach.  This is the second house in which I have used it, and it looks like brand new.",5,Love it!,1391299200,"02 2, 2014"
A30VSDP3IXHKX7,B00004XSF9,D. Simmons,"[0, 0]","My husband runs the dishwasher at our house, and was not always available to tell me if the dishes were clean or dirty.  He pre-washes them all so clean, I could never tell by looking.  Now I know immediately when I can add the dirty dishes.  Our dishwasher does not have a metallic front, so the suction cup works well for us.  I ordered the indicator just a few days before Christmas with expedited shipping to a different address, and it arrived as specified on Christmas Eve.  I am happy to say that we now no longer have arguments over the dishwasher!",4,This indicator solved a problem for me of adding dirty dishes to clean ones.,1358812800,"01 22, 2013"
A15VY8K66H84FM,B00004XSF9,Duzvicious,"[0, 0]",has a suction cup so it sticks to any surface. hard to read on a black dishwasher so we stuck it to cabinet next to it.,4,great,1396915200,"04 8, 2014"
AF5BDSCC331AY,B00004XSF9,"Edmundo J. Cepeda ""ECE""","[0, 0]","I love the idea of this product and generally it works well and love the design. Since it spins so you switch from clean to dirty,  sometimes it will move or spin on its own while not in use.",4,Good but sometimes it spins,1252454400,"09 9, 2009"
A1TYCG7FI37ZOI,B00004XSF9,Erin McMahon,"[0, 0]","When I bought this, I searched for &#34;dishwasher magnets&#34; so I assumed this was a magnet...it's not. This has a suction cup on the back that will not stick to my stainless steel dishwasher. It stays up for an hour or so, but then crash lands on the floor. I'm going to rip the suction cup off and replace with a magnet (because I'm cheap and don't want to just throw it away). Also, the photo makes this look as if it's black and white, but it's actually black and clear.",2,It doesn't stick.,1400544000,"05 20, 2014"
A1GTQIZAET7GKI,B00004XSF9,"Eve ""eVe""","[0, 0]","I like this product, but I just bought it at Fred Meyer for 1.99!!  No shipping either!  I cannot believe I was going to pat $5 for it.  But the item itself is nice for what it is so I did not want to give it less stars!",3,Buy it at the store!,1334102400,"04 11, 2012"
A3RJC2CHC6BMPS,B00004XSF9,Fan-of-Red,"[0, 0]",Good. Functional. Exactly what I expected. plastic. strong suction. Hasn't fallen off yet and I have had it for at least a month now.,5,EXACTLY AS EXPECTED.,1296950400,"02 6, 2011"
A3HPH1ZY87P546,B00004XSF9,Faxgirl,"[1, 1]","I placed one order for 2 InterDesign dishwasher indicators. For some reason, they were shipped on the same day in 2 separate packages which arrived on different dates. The plastic disc was cracked on both products. I didn't bother removing them from their original package. Disappointed with the products. Returned them to Amazon using the printable shipping label; full refund promptly processed.",1,Twice Disappointed,1285200000,"09 23, 2010"
A1430GPBTFHIV6,B00004XSF9,Fermata,"[0, 0]","Spins too easily: somehow it always ends up half way between clean and dirty.  Mostly solved the problem wrapping a rubber band around the back of it, but it's a bit of a hack job so 2 stars.",2,Spins too easily,1389225600,"01 9, 2014"
A3DG0K84QR2U11,B00004XSF9,Filmstar09,"[0, 0]",Pros1. Easy to read and understand.2. Suction works great on the non-metal surface of my dishwasher.3. Appears to be fairly durable.Cons1. Does not have a latching mechanism to hold the Clean/Dirty wheel in place. You just have to hope no one bumps into it. Fortunately the plastic on plastic of the wheel and axle have a decent amount of friction preventing it from spinning too much. Could be remedied perhaps with stick on Velcro attached to the base and back of wheel (haven't tried this yet though).,3,Works OK. Slightly flawed design.,1390262400,"01 21, 2014"
A2FKGS19FUPBQR,B00004XSF9,F. Lawrence,"[1, 1]","This product would have been a lot better if the two sides of the disk were in colors other than black and white.  But the main problem is that just opening and closing the dishwasher door can cause the disc to easily spin, which defeats the purpose.",2,Not the best choice,1354060800,"11 28, 2012"
A1AWCQPSIAUAD,B00004XSF9,Florafis C. Lazo,"[0, 0]",It's a very simple device that does what it advertised.,5,nice little device.,1404259200,"07 2, 2014"
A3DLD2MAPKS30W,B00004XSF9,Gigishopping4me,"[0, 0]",We use this on our dishwasher everyday and love it! I read several reviews and was not sure but when it arrived it fit perfectly on our dishwasher and my husband said he like that it would spin. No more have to turn something over! It is a great addition to our kitchen.,5,Everyday Indicator,1397692800,"04 17, 2014"
A30EUO8338ANFR,B00004XSF9,Grape,"[0, 1]","This is exactly what I was looking for. It helps my husband and I keep track of the loads in the dishwasher. Although our dishwasher has a clean indicator light, we often open up the clean load (turning the light off) to grab a cup on the way out the door. This leaves a full load of dishes that the other may not know is clean. This helps us keep track. The suction cup is nice, because it can stick to the front of the dishwasher or fridge. But because it is not a magnet, I can also stick it to the kitchen window or the tiles in the kitchen. I had to take our indicator off the door of the dishwasher because my kids kept spinning it!",5,Exactly as expected,1268611200,"03 15, 2010"
AF3UH6GUXRJSB,B00004XSF9,G. Teeter,"[0, 0]","Received product today and didn't realize it was clear and black, but the picture looks like it is black and white.  Very hard to read on black appliances.  Not a big deal, I should have read the specs closer; my bad.  To remedy the viewing to make it easier, I traced around the suction cup on a piece of computer printer paper and attached it to the back side.  Now I can read it perfectly fine, so I am happy with it.  What do you expect for a few bucks. It works fine enough for me.",3,It does what it's supposed to do...with a little modification,1343779200,"08 1, 2012"
A27E61FMVM7K3X,B00004XSF9,Hannah E. Myers,"[0, 0]","This works very well, it's clear whether the dishes are clean or dirty, and it's very easy to turn it when I need to.  I like the design, it's simple and easy.",4,"Works fine, as expected",1383523200,"11 4, 2013"
A3VYOACYO0WOW4,B00004XSF9,happy feet,"[0, 0]",Suction cup mounts firmly and it looks classy on the dishwasher.  Rotates simply and stays in place.  Good value for the price.,5,Works perfectly,1371772800,"06 21, 2013"
A21JHVT3KTM8LC,B00004XSF9,Heather Davis,"[0, 0]",I Love this!!! its helps a lot...sometimes I will put dishes in and start it and my husband will come behind me later needed to know if they are clean or not..and this helps us to know!!!! love it,5,neat!!,1395187200,"03 19, 2014"
A6D03TJ2BVOWT,B00004XSF9,Helpful Reviewer,"[0, 0]","Looks very nice (especially if you have black appliances) and it's really convenient to have.The problem I've had is that it spins a bit too easily, so sometimes just opening and shutting the dishwasher can spin it.  I don't regret the purchase and it still does work, but if a different one pops up on Amazon that doesn't have this problem, I'd go elsewhere.",5,"So helpful and looks good, but spins too easily.",1401494400,"05 31, 2014"
AELA60T9QCZHC,B00004XSF9,HipFlare90,"[0, 0]","I do not like this thing at all! I bought it thinking it would help my family keep track of whether the dishes were dirty or not, however the thing keeps falling off. I'd have to glue it on to my stainless-steal dishwasher to get it to possible work.",1,No help at all!,1395705600,"03 25, 2014"
A1N1F7Z9GLYK26,B00004XSF9,Irene R. Buggy,"[0, 0]",This item is very easy to use by just spiining it to the correct side. It stays put nicely too.  Big enough to read the words. Nice item.,5,Great Diswhaser Spinner,1198627200,"12 26, 2007"
A2LM72S0WRQYY7,B00004XSF9,"Jack ""L. Jack""","[0, 0]","I find myself constantly asking my husband if the dishes are clean or dirty. It just sort of blends into the background so you forget to change it, and the opening of the dishwasher knocks it out of whack so it sometimes isn't clear if clean or dirty is facing up.",2,Not great on a black dishwasher,1377043200,"08 21, 2013"
A1TAQFTJXKS3P7,B00004XSF9,Jade,"[0, 0]","It does what it says. Yes, it is made for use on a white dishwasher... though I suppose some white paint or just a bottle of Wite-Out painted behind the ""clean"" portion would make it usable on a dark machine. I'm glad I purchased it.",5,Cute and functional.,1314835200,"09 1, 2011"
A2R9KCPHOA52EF,B00004XSF9,"Jason Anderson ""Jason""","[0, 0]","I bought this for our family so I would know when dishes are clean or dirty.Pros:This spinner has a great suction on it.The design is also niceConcept of just rotating is a great ideaCons:The spinner spins too muchIf you have small kids, they can spin it very easily.The spinner doesn't stay in one spot unless you absolutely don't touch the spinner.overall the concept is good, but I would recommend a magnetic indicator or one that doesn't spin so freely. Half the time the spinner gets touched by a child or just from opening or closing the dishwasher door and the thing spins. Wish the spinner rotated less freely. Would not buy this product.",3,Spinner is way to lose,1357516800,"01 7, 2013"
A12YCM3BPAY9W4,B00004XSF9,J. Broker,"[0, 0]","It works if people actually use it for what it is supposed to do, indicate whether or not the dishes are clean.",5,dish clearner indicator,1258243200,"11 15, 2009"
A3SFUC61766JHK,B00004XSF9,J. Callicrate,"[15, 15]",I've had one now for 2 years.Still sticking on the door.Never had to restick.I'm buying some more as gifts for friends!,5,Clean/dirty Dishwasher Spinner,1182556800,"06 23, 2007"
A18PWDIK8CRSL5,B00004XSF9,Jeff Rose,"[0, 0]","We ordered four products and this is the one we are using. The others would not stay on the dishwasher, or the colors would not show. This one has fallen off a couple of times but we have it staying on now due to some water and soap to get it to attach. I would recommend the manufacturer put on a locking type suction cup. Family uses this and it is a great tool, no more dishes stacking in the sink, they put them right into the dishwasher with no guessing.",4,Dishwasher Indicator,1296086400,"01 27, 2011"
A2SIX9Q9SH6TKV,B00004XSF9,Jenb,"[0, 0]",No household with a dishwasher should be without one of these.,5,Five Stars,1404864000,"07 9, 2014"
A3CPZXR8XFN64W,B00004XSF9,Jenny,"[0, 0]",The dial is too loose and turns if bumped. It also doesn't work for me because I have a child that can easily reach and spin it making it useless for us.,3,Not Good With Children,1318377600,"10 12, 2011"
A1V430FS4V28FL,B00004XSF9,"Jeremy C. Fretts ""Jeremy Fretts""","[2, 2]","This is completely worthless.  There is no mechanism to latch the dial in a fixed position as ""clean"" or ""dirty,"" so it's free to spin around.  Not worth fifty cents, much less the price charged here.",1,Worthless junk,1352678400,"11 12, 2012"
A7CJLL2OXXS7Z,B00004XSF9,Jewell2003cn,"[0, 0]","Very practical and cute in my kitchen. I would recommend to my friends. The suction is powerful, and has not fallen off once.",5,Works & Looks Great!,1223596800,"10 10, 2008"
A2BQY9NDCNS585,B00004XSF9,J. Harper,"[0, 0]","I was looking for a magnet to use on my dishwasher but saw this product. I thought it looked more sleek and modern than a magnet. I've had it on the dishwasher for about a month now, and it is holding tight. I'm going to buy one for my daughter it is so nice.",5,Looks great on the dishwasher,1347408000,"09 12, 2012"
AK28ZZ8541SY8,B00004XSF9,Jill Simms,"[0, 0]",Well made - blends in well in the dryer.  It saves a lot of guessing if the dishes are clean or not before you open it.  Great price.,5,Dishwasher Indicator,1391558400,"02 5, 2014"
A11KYKUZBPXQ6H,B00004XSF9,Jimmy,"[0, 0]","The product is as described, a plastic disk with a suction cup.  It works well but my only complaint is that the indicator does not stay in place after opening and closing the door a few times.  The indicator will rotate slightly to the left or right and become off center, which can be a bit annoying.  In addition, while others have complained that the suction cup does not stick well, I have had no problem.  I assume this is because my dishwasher door is plastic as opposed to aluminum.",4,Good & Simple,1342224000,"07 14, 2012"
A17MHSJOW7FMTJ,B00004XSF9,jkjkjk,"[0, 0]",We intended to use this dishwasher indicator for house guests but it did not stick to our dishwasher and was a waste of money for us. It would probably work if you have a stainless steel dishwasher face.,2,Waste of money,1380067200,"09 25, 2013"
A3CLFV1VC1T2P1,B00004XSF9,J. Leister,"[65, 79]","Okay, I know you should read the product specs closely, but I put in ""Magnet"" for the search and naturally assumed that that's what I was getting....  It's not a magnet AND more importantly, the parts that appear to be white in the photo are actually CLEAR.  So, if you happen to have a black dishwasher like I do, or even a stainless one, you can barely see the indicator, let alone read it.  Just some thoughts to keep in mind.",3,This is NOT a magnet.,1192320000,"10 14, 2007"
A2P3QPD09SAFRE,B00004XSF9,Johnny S,"[0, 0]",It took many tries (couple weeks of tries) before I could get the suction cup to adhere to my stainless steel dishwasher.  No complaints once I got it to stick.,3,poor suction,1395705600,"03 25, 2014"
A1H3S3IHJ3RTY4,B00004XSF9,"John Shirley ""true pride""","[0, 0]",First thought it was a magnet and then it came in the mail and its a sucion cup. it was dirty with finger prints and some what scrathed. looked used.,3,wasn't happy with it,1310515200,"07 13, 2011"
A2KY6SP9AHSDQN,B00004XSF9,JR,"[0, 0]",This item left rust spots on my stainless steel Dishwasher. The suction cup does not hold  and it constantly falls off which has resulted in chips around the indicator.,1,What a disappointment,1335312000,"04 25, 2012"
AP41JOP1DEOYD,B00004XSF9,"JS ""Disappointed""","[2, 2]","When this product arrived, it was chipped in two places, but not worth spending the money to return it. It functions ok, but I was very disappointed that the product arrived damaged with chips and scratches. Does not look new.",1,Damaged,1231286400,"01 7, 2009"
A18KE6J5W0TCT7,B00004XSF9,JT,"[0, 0]",I bought this item because I was tired of guessing whether or not the dishes in the dishwasher were clean or dirty.  The only problem that I was faced with is that no magnetic indicators would stick to a stainless steel dishwasher.  This clever designed not only sticks to stainless steel dishwashers but the black and silver combo goes perfectly with my dishwasher.  It is almost like my dishwasher came with this item because it was perfectly matched.  I am very happy that I made this purchase.InterDesign 255 00 Clean & Dirty Dishwasher Indicator,5,Clean/Dirty Indicator for Dishwasher,1351209600,"10 26, 2012"
A88O7D04SH3N,B00004XSF9,juli,"[0, 0]","the suction cup works well, but the spinner is loose so sometimes we still have to do the &#34;hey is the dishwasher clean or dirty?&#34; yelled across the house which is exactly the reason i got this in the first place! :)",2,spins a little too easily,1394064000,"03 6, 2014"
ACXEE3EEOCXGY,B00004XSF9,Justin R. Weber,"[0, 0]","This is a decent product, but it only stays stuck to my dishwasher for a few days without falling off.",3,Decent product,1298160000,"02 20, 2011"
A2GNNL20MLKV4L,B00004XSF9,Kacee B.,"[0, 0]","Although it's not magnetized but has a suction cup, it works well. I should have ordered more for gifts, because it's really nice! Looks almost like it's made on my dishwaher.",5,Dishwasher clean/dirty  indicator,1197072000,"12 8, 2007"
AMDCYWDQLX1I8,B00004XSF9,kacherry87,"[0, 0]","I decided to buy this little suction dishwasher piece because my fiance and I kept forgetting when the dishes were clean or dirty. This do-dad has helped solve that issue perfectly! I've been using it about a month now and it has yet to fall off. As others have mentioned, the white ""clean"" side is actually clear. Great product!",5,Works as expected!,1334534400,"04 16, 2012"
A3O89BLMVGTN2O,B00004XSF9,K. Anderson,"[0, 0]",It would be better if my dishes washer wasn't black. It's hard go tell if it's on clean or dirty,5,Indicator,1401926400,"06 5, 2014"
A2KJSCASCHE8A1,B00004XSF9,"Katie M. ""Happy Mom""","[0, 0]",Note that the white parts of the spinner are due to the white dishwasher behind it.  The spinner is really clear and black.,5,Nice Product,1214784000,"06 30, 2008"
A28UN55EKB2H93,B00004XSF9,"Katz Luver ""Kat""","[0, 0]",I'm so glad I found this for my dishwasher. Everyone knows when the dishes are clean or dirty so no one gets mixed up.,5,about product,1357862400,"01 11, 2013"
A3GE262AO3ERRM,B00004XSF9,"KayRivera ""kay Rivera""","[0, 0]","not good quality. not worth what I payed. it doesn't stay put (suction doesn't work).AND the ""dial"" won't stay on the word desired to indicate clean or dirty.",3,not what I expected,1324684800,"12 24, 2011"
A1T6AP4BJN6RP1,B00004XSF9,Kelly Hudson,"[0, 0]","We chose this indicator after a test showed our dishwasher door wouldn't hold magnets. I was a little concerned that the suction cup wouldn't hold, but it's going strong after a month. It looks nice, stays on the door, and is easy to swivel to ""clean"" or ""dirty."" What more could you want, really?",5,It does what you'd imagine,1303084800,"04 18, 2011"
A3U7IMY97CZ2IC,B00004XSF9,KickAMom,"[0, 0]","I wasn't so sure about this when it first arrived because it's plastic and just has a suction cup on the back. (I guess I didn't read the description closely before I bought it because I was expecting a magnetic backing.) It does its job though, and looks nice. The only problem I have is that it spins very easily, so when my 2 year old is exploring the kitchen, she can easily turn it and this kind of defeats the purpose of letting people know if the contents are clean or dirty. Other than this, it's great.",4,Good little gadget,1383955200,"11 9, 2013"
AJIZFU2Y8Q236,B00004XSF9,Kimbirdie,"[0, 0]","sooooo convenient to have this, we were using a magnet, but they get lost, dropped, this makes it easy.  I recommend highly!",5,Just what I needed,1403481600,"06 23, 2014"
A2VQWTKK2IXI7G,B00004XSF9,K. Montanez,"[0, 0]",Absolutely outstanding product! Helps to keep people (family members) from putting dirty dishes in the dishwasher until the clean dishes are unloaded. Saves a lot of frustration!,5,Great Product!,1248566400,"07 26, 2009"
A9YW8JCDN1MXU,B00004XSF9,K. Nunley,"[1, 1]",This is the best invention since sliced bread.  Looks great on my stainless dishwasher.  Looks great on any dishwasher!!!,5,Dishwasher Spinner is the Best,1175817600,"04 6, 2007"
A13L4Y6QS6FDNT,B00004XSF9,Krista,"[0, 0]",I couldn't get it to stick initially.  It kept falling off.  I wet the back of it and it hasn't fallen off since.  It does what it's supposed to do otherwise.,4,Does what it's supposed to,1363737600,"03 20, 2013"
A344XLKIJQ4QF2,B00004XSF9,kristi sherbert,"[0, 0]","So many dishwasher magnets do no stick on stainless steel! This is the answer! Plus the black/white contrast is easy to view. It is sturdy and very practical ! Best of all, it is inexpensive ! Great product!!",5,"clever, practical, affordable",1381968000,"10 17, 2013"
A22HPXUAEGQGPO,B00004XSF9,La Loca,"[1, 1]",I like it a lot because now my daughter knows when the dishes are clean or dirty.,5,dirty & clea dishwasher spinner,1207440000,"04 6, 2008"
A2TMSZSX803PSS,B00004XSF9,Laurie J. Gonzalez,"[0, 0]",This is ok! It would be better if it came in different colors instead of only black and white. More colors would be great!,3,Needs more variety,1374710400,"07 25, 2013"
A1DBQMP4VQLN3U,B00004XSF9,L. Burdge,"[6, 6]","This suction cup dihwasher sign works real well.You need to fowllow directions when placing on the door ofyour dishwasher. It says to wet the suction cup with waterbefore putting on the dishwasher door, if you do that it will neverfall off the door. I read the reviews on this before buyingit, and some people stated it kept falling off the door ofthere dishwasher.OBIVIOUSLT THOSE PEOPLE DO NOT FALL MANUFACTIOR DIRECTIONSIF TEY HAD WET THE BACK OF THE SUCTION CUP FIRST, THEYWOULD NEVER OF HAD ANY PROBLEMS.",5,suction cup sign or dishwasher,1307923200,"06 13, 2011"
A3505LK68KQ7I3,B00004XSF9,lee,"[0, 0]",I got this so I would know right off hand if this were clean or dirty and so that anyone else could know easily when I was not there. Plus it was sort of a joke. But just the same it works well and is not a cheap and tacky as it may seem. I stays on the dishwasher very well so I can't complain about anything.,5,works great!,1368576000,"05 15, 2013"
A2BXO2A87W6OEF,B00004XSF9,"L. F. B. ""Lboruba""","[0, 0]",the problem is the suction cup isn t holdingso the it s kind worthlessthe solution as previus review glue a magnet,2,disapointed,1346371200,"08 31, 2012"
A3C9U8UUKEPVJJ,B00004XSF9,"L. Heyman ""Keystone Concierge""","[0, 0]","OMG, love this product so much.  Easy to use, durable, has never become detached from my dishwasher.  Great small gift for anyone.",5,Great product!,1385596800,"11 28, 2013"
A48VUU4S9PD2H,B00004XSF9,"Lila Alexander ""Mystery lover""","[0, 0]","i did not realize when I ordered this item that it was see- through. My dishwasher is black and since even the ""white"" is see-through, it simply does not show up against my black dishwasher. I will have to back the whole thing with white oaktag or other heavy duty paper. Don't order if your dishwasher is a dark color. I imagine it would work great on a white dishwasher.",1,Black item for black dishwasher?,1334102400,"04 11, 2012"
AUE1JU8BPP8JI,B00004XSF9,lost_gecko,"[0, 0]","We've had one of these over 9 years. It has worked great for us.Further in the past, we had a square magnetic style. After a household move, we discovered that the magnetic one would not work on the dishwasher in this house, because the door and other areas  of the dishwasher front have very little steel or other metal, to which a magnet could cling. Some kind of plastic laminate I guess. Our old magnetic sign-flag-indicator thing-ee just fell on the floor.So we bought this style, because it does not depend on a magnet. I was leery at first, worrying that the suction cup would fail quickly. The suction cup on this product has clung to the dishwasher door for 9 years. The door is opened and closed daily, yet it has never fallen off.However, this may not be a good choice for SOME dishwashers:(1) if the dishwasher door does not have a smooth surface -- some type of textured or bumpy surface -- the suction cup may not cling properly.(2) if the dishwasher door is BLACK, this item will be very hard to see. The colors of this item are NOT the black and white, which you might guess from the photo. There is no white area on this; the actual colors are black and CLEAR plastic. The word ""DIRTY"" is in clear plastic surrounded by black; and the word ""CLEAN"" is black surrounded by clear plastic. When placed against a BLACK dishwasher door, the clear plastic areas will just look black, such that the entire thing will look like a big round black button.It's easy to clean around it, by holding a damp cloth flatly and sliding it behind the circle.  We do not attempt to clean underneath the suction cup part, on a routine basis.  We have not removed or detached the suction cup in years.  If I were to do so daily, I'm guessing the suction cup might degrade quicker, maybe loose its' cling.The wheel spins easily -- no strength required.  The wheel does not spin too loosely when merely opening or closing the door, but if it did, it would be no problem to reset it.This appears to be the same Interdesign product number 25500, listed as Amazon ID B00004XSF9:InterDesign 255 00 Clean & Dirty Dishwasher IndicatorWe bought ours, which is the same Interdesign brand and style, at a local store, so unable to provide opinions on the sellers here.  A note for those new to Amazon:  There is a separate review-feedback section for each of the third-party ""Marketplace"" sellers.  Clickable links, to see those seller reviews, are in the upper right-hand quadrant of this product page, on or near the seller's company name.",5,Great alternative for (NON-black) dishwasher -- suction cup rather than magnetic,1385251200,"11 24, 2013"
A780TPMKD1J2W,B00004XSF9,maerock,"[0, 0]","The suction cup part works fine, and it hasn't come off of my dishwasher once.  However, spinning it from clean to dirty is WAY too easy.  It spins its self sometimes, when you open or close the dishwasher, so you have to check it before you walk away, which kind of defeats the purpose...",3,The dial spins super easily.,1371600000,"06 19, 2013"
A28FIQZ46WLUI2,B00004XSF9,Magic Hands,"[0, 0]","took me a while to search of gadget for my brand-new dishwasher.The concept is good and the design is simple and clean BUT will not stay on.  Several times a day, I have to stick it back on and on the floor it would be a few minutes later.OKAY, I FOUND A SOLUTION.  TAPED IT ON WITH A CLEAR CLPACKING TAPE.  NOW IT'S ON PERMANENTLY!",1,UPDATE,1398643200,"04 28, 2014"
A4YZFU3R8UXZM,B00004XSF9,"mango ""mango""","[0, 0]","We moved from my condo to a house, and because I was renting out the condo I left this on the dishwasher for the tenants (it was very helpful - no problems seeing the letters even on the dishwasher there which was black).  After about a year, I realized that we really could use one for the dishwasher in our new home.  I was happy to see they are still making these.  This is the exact same one that I picked up in either LNT or BBB.  Our current dishwasher is stainless, and there are no problems reading the letters or with sticking.  But realize that YOU HAVE TO MOISTEN THE BACK BEFORE APPLYING.  If you don't, you will be cursing the product as poor quality, defective, etc.  It needs moisture... not even a lot, just wet your finger and run it over the area.  Once you do that, this thing will never fall off.  It spins pretty loosely, but we've also never had a problem with it spinning while the dishwasher is running (early-on, our curious dog poked it with his nose a bit...but even then it didn't spin all the way around).  Hopefully if you're trying to decide on this piece, the review has been helpful for your decision.",5,Exactly as expected,1393977600,"03 5, 2014"
A3L7O5XIL76F9V,B00004XSF9,Marci,"[0, 0]","I originally liked it, but since my first rating the darn thing has dropped on the floor a million times, I've even heard it drop in the middle of the night and my dog went nuts.",2,Change of rating,1383696000,"11 6, 2013"
A3J7E2O2UFK5JC,B00004XSF9,Marilyn Monroe,"[0, 0]",Great!  Now my kids can tell if the dishwasher is clean or empty without opening it!  Love it!,5,Wonderful!!!,1182816000,"06 26, 2007"
